11, 8, 8
18, 11, 11
28, 14, 14
38, 21, 21
44, 30, 30
46, 36, 36
47, 42, 42
47, 45, 45
47, 46, 46
47, 46, 46
47, 46, 46
47, 44, 44
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
47, 43, 43
46, 43, 43
38, 43, 43
23, 41, 41
026, 18, 18
33, 23, 23
37, 28, 28
38, 33, 33
38, 38, 38
38, 39, 39
38, 39, 39
38, 39, 39
38, 37, 37
38, 36, 36
38, 36, 36
39, 35, 35
39, 36, 36
39, 36, 36
39, 38, 38
39, 36, 36
39, 38, 38
39, 36, 36
39, 38, 38
39, 36, 36
39, 38, 38
39, 36, 36
39, 32, 32
39, 36, 36
39, 36, 36
39, 38, 38
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
39, 37, 37
39, 39, 39
38, 37, 37
38, 38, 38
38, 36, 36
38, 38, 38
38, 36, 36
38, 38, 38
38, 36, 36
38, 38, 38
38, 36, 36
38, 38, 38
38, 36, 36
38, 38, 38
37, 36, 36
30, 37, 37
