337, 14, 0, 8, 2
337, 10, 20, 5, 2
337, 5, 20, 7, 2
337, 0, 20, 8, 2
337, 354, 20, 8, 2
337, 348, 20, 8, 2
337, 343, 20, 8, 2
337, 341, 10, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
337, 341, 0, 8, 2
338, 341, 0, 8, 2
338, 341, 0, 8, 2
341, 341, 0, 8, 2
346, 341, 0, 8, 2
350, 341, 10, 8, 2
356, 341, 18, 8, 2
1, 346, 20, 8, 2
4, 353, 20, 7, 1
6, 0, 20, 8, 1
7, 2, 10, 8, 1
8, 2, 8, 8, 1
9, 2, 12, 8, 1
9, 2, 14, 8, 1
10, 2, 14, 8, 1
10, 2, 16, 8, 1
11, 2, 16, 8, 1
11, 2, 18, 8, 1
11, 2, 18, 8, 1
12, 2, 18, 8, 1
13, 2, 20, 8, 1
13, 6, 20, 7, 2
14, 8, 12, 7, 2
5, 60, 0, 0, 0
5, 54, 20, 0, 0
5, 48, 20, 7, 0
5, 40, 20, 8, 1
5, 33, 20, 8, 2
5, 26, 20, 8, 2
6, 19, 20, 8, 2
9, 12, 20, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
10, 9, 0, 8, 2
15, 9, 0, 8, 2
24, 9, 12, 8, 2
38, 14, 20, 8, 2
51, 21, 20, 7, 2
64, 28, 20, 8, 1
77, 36, 20, 8, 2
81, 43, 20, 8, 2
84, 50, 20, 8, 2
86, 57, 20, 8, 2
86, 65, 20, 8, 2
84, 72, 20, 8, 2
84, 80, 20, 8, 2
83, 82, 0, 8, 2
82, 82, 0, 8, 2
81, 82, 0, 8, 2
80, 82, 0, 8, 2
80, 82, 0, 8, 2
79, 82, 0, 8, 2
78, 82, 0, 8, 2
77, 82, 0, 8, 2
72, 82, 10, 8, 2
64, 82, 20, 8, 2
50, 77, 20, 7, 2
39, 70, 20, 7, 2
28, 62, 20, 8, 2
15, 55, 20, 8, 2
9, 48, 20, 8, 2
5, 40, 20, 8, 2
0, 33, 20, 8, 2
354, 26, 20, 8, 2
353, 18, 20, 8, 2
351, 11, 20, 8, 2
351, 4, 20, 8, 2
353, 356, 20, 8, 2
354, 354, 0, 8, 2
355, 354, 0, 8, 2
356, 354, 0, 8, 2
357, 354, 0, 8, 2
358, 354, 0, 8, 2
358, 354, 0, 8, 2
359, 354, 0, 8, 2
359, 354, 10, 8, 2
0, 354, 10, 8, 2
0, 354, 12, 8, 2
0, 354, 12, 8, 2
0, 354, 12, 8, 2
0, 354, 12, 8, 2
1, 354, 12, 8, 2
1, 354, 14, 8, 2
1, 354, 14, 8, 2
1, 354, 14, 8, 2
1, 354, 14, 8, 2
1, 354, 14, 8, 2
1, 354, 14, 8, 2
